month,day,hour,minute,ghi_w_m2,cloud_cover,season
4,8,1,45,0.0,0.24,Summer
4,8,2,0,0.0,0.24,Summer
4,8,2,15,0.0,0.24,Summer
4,8,2,30,0.0,0.24,Summer
4,8,2,45,0.0,0.24,Summer
4,8,3,0,0.0,0.24,Summer
4,8,3,15,0.0,0.24,Summer
4,8,3,30,0.0,0.24,Summer
4,8,3,45,0.0,0.24,Summer
4,8,4,0,0.0,0.24,Summer
4,8,4,15,0.0,0.24,Summer
4,8,4,30,0.0,0.24,Summer
4,8,4,45,0.0,0.24,Summer
4,8,5,0,0.0,0.24,Summer
4,8,5,15,0.0,0.24,Summer
4,8,5,30,0.0,0.24,Summer
4,8,5,45,44.32,0.24,Summer
4,8,6,0,93.05,0.24,Summer
4,8,6,15,139.18,0.24,Summer
4,8,6,30,175.68,0.24,Summer
4,8,6,45,218.96,0.24,Summer
4,8,7,0,267.34,0.24,Summer
4,8,7,15,300.81,0.24,Summer
4,8,7,30,366.2,0.24,Summer
4,8,7,45,406.0,0.24,Summer
4,8,8,0,433.98,0.24,Summer
4,8,8,15,469.16,0.24,Summer
4,8,8,30,490.6,0.24,Summer
4,8,8,45,522.19,0.24,Summer
4,8,9,0,564.98,0.24,Summer
4,8,9,15,598.43,0.24,Summer
4,8,9,30,625.6,0.24,Summer
4,8,9,45,661.57,0.24,Summer
4,8,10,0,710.53,0.24,Summer
4,8,10,15,699.78,0.24,Summer
4,8,10,30,751.75,0.24,Summer
4,8,10,45,763.95,0.24,Summer
4,8,11,0,742.23,0.24,Summer
4,8,11,15,767.91,0.24,Summer
4,8,11,30,772.64,0.24,Summer
4,8,11,45,777.6,0.24,Summer
4,8,12,0,774.79,0.24,Summer
4,8,12,15,777.31,0.24,Summer
4,8,12,30,764.37,0.24,Summer
4,8,12,45,803.28,0.24,Summer
4,8,13,0,786.84,0.24,Summer
4,8,13,15,785.4,0.24,Summer
4,8,13,30,778.93,0.24,Summer
4,8,13,45,766.27,0.24,Summer
4,8,14,0,699.82,0.24,Summer
4,8,14,15,687.26,0.24,Summer
4,8,14,30,697.95,0.24,Summer
4,8,14,45,675.5,0.24,Summer
4,8,15,0,608.6,0.24,Summer
4,8,15,15,601.8,0.24,Summer
4,8,15,30,581.1,0.24,Summer
4,8,15,45,562.96,0.24,Summer
4,8,16,0,495.38,0.24,Summer
4,8,16,15,484.66,0.24,Summer
4,8,16,30,433.89,0.24,Summer
4,8,16,45,392.36,0.24,Summer
4,8,17,0,357.02,0.24,Summer
4,8,17,15,310.51,0.24,Summer
4,8,17,30,266.01,0.24,Summer
4,8,17,45,219.33,0.24,Summer
4,8,18,0,177.22,0.24,Summer
4,8,18,15,135.6,0.24,Summer
4,8,18,30,92.94,0.24,Summer
4,8,18,45,45.47,0.24,Summer
4,8,19,0,0.0,0.24,Summer
4,8,19,15,0.0,0.24,Summer
4,8,19,30,0.0,0.24,Summer
4,8,19,45,0.0,0.24,Summer
4,8,20,0,0.0,0.24,Summer
4,8,20,15,0.0,0.24,Summer
4,8,20,30,0.0,0.24,Summer
4,8,20,45,0.0,0.24,Summer
4,8,21,0,0.0,0.24,Summer
4,8,21,15,0.0,0.24,Summer
4,8,21,30,0.0,0.24,Summer
4,8,21,45,0.0,0.24,Summer
4,8,22,0,0.0,0.24,Summer
4,8,22,15,0.0,0.24,Summer
4,8,22,30,0.0,0.24,Summer
4,8,22,45,0.0,0.24,Summer
4,8,23,0,0.0,0.24,Summer
4,8,23,15,0.0,0.24,Summer
4,8,23,30,0.0,0.24,Summer
4,8,23,45,0.0,0.24,Summer
4,9,0,0,0.0,0.09,Summer
4,9,0,15,0.0,0.09,Summer
4,9,0,30,0.0,0.09,Summer
4,9,0,45,0.0,0.09,Summer
4,9,1,0,0.0,0.09,Summer
4,9,1,15,0.0,0.09,Summer
4,9,1,30,0.0,0.09,Summer
4,9,1,45,0.0,0.09,Summer
4,9,2,0,0.0,0.09,Summer
4,9,2,15,0.0,0.09,Summer
4,9,2,30,0.0,0.09,Summer
4,9,2,45,0.0,0.09,Summer
4,9,3,0,0.0,0.09,Summer
4,9,3,15,0.0,0.09,Summer
4,9,3,30,0.0,0.09,Summer
4,9,3,45,0.0,0.09,Summer
4,9,4,0,0.0,0.09,Summer
4,9,4,15,0.0,0.09,Summer
4,9,4,30,0.0,0.09,Summer
4,9,4,45,0.0,0.09,Summer
4,9,5,0,0.0,0.09,Summer
4,9,5,15,0.0,0.09,Summer
4,9,5,30,0.0,0.09,Summer
4,9,5,45,51.79,0.09,Summer
4,9,6,0,102.02,0.09,Summer
4,9,6,15,157.24,0.09,Summer
4,9,6,30,210.61,0.09,Summer
4,9,6,45,257.51,0.09,Summer
4,9,7,0,313.6,0.09,Summer
4,9,7,15,344.16,0.09,Summer
4,9,7,30,394.78,0.09,Summer
4,9,7,45,449.22,0.09,Summer
4,9,8,0,491.84,0.09,Summer
4,9,8,15,511.25,0.09,Summer
4,9,8,30,580.63,0.09,Summer
4,9,8,45,611.78,0.09,Summer
4,9,9,0,669.37,0.09,Summer
4,9,9,15,693.71,0.09,Summer
4,9,9,30,741.07,0.09,Summer
4,9,9,45,742.43,0.09,Summer
4,9,10,0,743.72,0.09,Summer
4,9,10,15,798.8,0.09,Summer
4,9,10,30,811.88,0.09,Summer
4,9,10,45,857.58,0.09,Summer
4,9,11,0,823.78,0.09,Summer
4,9,11,15,888.45,0.09,Summer
4,9,11,30,901.12,0.09,Summer
4,9,11,45,894.46,0.09,Summer
4,9,12,0,914.76,0.09,Summer
4,9,12,15,912.54,0.09,Summer
4,9,12,30,895.74,0.09,Summer
4,9,12,45,852.38,0.09,Summer
4,9,13,0,874.68,0.09,Summer
4,9,13,15,864.98,0.09,Summer
4,9,13,30,846.91,0.09,Summer
4,9,13,45,863.01,0.09,Summer
4,9,14,0,848.09,0.09,Summer
4,9,14,15,811.18,0.09,Summer
4,9,14,30,740.65,0.09,Summer
4,9,14,45,752.65,0.09,Summer
4,9,15,0,715.24,0.09,Summer
4,9,15,15,667.26,0.09,Summer
4,9,15,30,649.09,0.09,Summer
4,9,15,45,588.12,0.09,Summer
4,9,16,0,569.67,0.09,Summer
4,9,16,15,526.95,0.09,Summer
4,9,16,30,503.58,0.09,Summer
4,9,16,45,431.74,0.09,Summer
4,9,17,0,408.48,0.09,Summer
4,9,17,15,352.47,0.09,Summer
4,9,17,30,303.37,0.09,Summer
4,9,17,45,260.4,0.09,Summer
4,9,18,0,199.98,0.09,Summer
4,9,18,15,149.37,0.09,Summer
4,9,18,30,106.23,0.09,Summer
4,9,18,45,49.98,0.09,Summer
4,9,19,0,0.0,0.09,Summer
4,9,19,15,0.0,0.09,Summer
4,9,19,30,0.0,0.09,Summer
4,9,19,45,0.0,0.09,Summer
4,9,20,0,0.0,0.09,Summer
4,9,20,15,0.0,0.09,Summer
4,9,20,30,0.0,0.09,Summer
4,9,20,45,0.0,0.09,Summer
4,9,21,0,0.0,0.09,Summer
4,9,21,15,0.0,0.09,Summer
4,9,21,30,0.0,0.09,Summer
4,9,21,45,0.0,0.09,Summer
4,9,22,0,0.0,0.09,Summer
4,9,22,15,0.0,0.09,Summer
4,9,22,30,0.0,0.09,Summer
4,9,22,45,0.0,0.09,Summer
4,9,23,0,0.0,0.09,Summer
4,9,23,15,0.0,0.09,Summer
4,9,23,30,0.0,0.09,Summer
4,9,23,45,0.0,0.09,Summer
4,10,0,0,0.0,0.02,Summer
4,10,0,15,0.0,0.02,Summer
4,10,0,30,0.0,0.02,Summer
4,10,0,45,0.0,0.02,Summer
4,10,1,0,0.0,0.02,Summer
4,10,1,15,0.0,0.02,Summer
4,10,1,30,0.0,0.02,Summer
4,10,1,45,0.0,0.02,Summer
4,10,2,0,0.0,0.02,Summer
4,10,2,15,0.0,0.02,Summer
4,10,2,30,0.0,0.02,Summer
4,10,2,45,0.0,0.02,Summer
4,10,3,0,0.0,0.02,Summer
4,10,3,15,0.0,0.02,Summer
4,10,3,30,0.0,0.02,Summer
4,10,3,45,0.0,0.02,Summer
4,10,4,0,0.0,0.02,Summer
4,10,4,15,0.0,0.02,Summer
4,10,4,30,0.0,0.02,Summer
4,10,4,45,0.0,0.02,Summer
4,10,5,0,0.0,0.02,Summer
4,10,5,15,0.0,0.02,Summer
4,10,5,30,0.0,0.02,Summer
4,10,5,45,54.23,0.02,Summer
4,10,6,0,106.36,0.02,Summer
4,10,6,15,166.56,0.02,Summer
4,10,6,30,222.13,0.02,Summer
4,10,6,45,266.69,0.02,Summer
4,10,7,0,327.15,0.02,Summer
4,10,7,15,384.66,0.02,Summer
4,10,7,30,419.07,0.02,Summer
4,10,7,45,474.23,0.02,Summer
4,10,8,0,496.15,0.02,Summer
4,10,8,15,541.44,0.02,Summer
4,10,8,30,598.34,0.02,Summer
4,10,8,45,669.68,0.02,Summer
4,10,9,0,693.73,0.02,Summer
4,10,9,15,711.38,0.02,Summer
4,10,9,30,729.87,0.02,Summer
4,10,9,45,814.8,0.02,Summer
4,10,10,0,815.51,0.02,Summer
4,10,10,15,839.96,0.02,Summer
4,10,10,30,829.68,0.02,Summer
4,10,10,45,879.18,0.02,Summer
4,10,11,0,899.88,0.02,Summer
4,10,11,15,906.5,0.02,Summer
4,10,11,30,955.02,0.02,Summer
4,10,11,45,922.42,0.02,Summer
4,10,12,0,918.02,0.02,Summer
4,10,12,15,958.81,0.02,Summer
4,10,12,30,930.64,0.02,Summer
4,10,12,45,948.45,0.02,Summer
4,10,13,0,917.84,0.02,Summer
4,10,13,15,924.58,0.02,Summer
4,10,13,30,876.72,0.02,Summer
4,10,13,45,861.19,0.02,Summer
4,10,14,0,892.46,0.02,Summer
4,10,14,15,841.74,0.02,Summer
4,10,14,30,818.24,0.02,Summer
4,10,14,45,785.33,0.02,Summer
4,10,15,0,756.88,0.02,Summer
4,10,15,15,739.3,0.02,Summer
4,10,15,30,671.57,0.02,Summer
4,10,15,45,628.86,0.02,Summer
4,10,16,0,602.71,0.02,Summer
4,10,16,15,566.33,0.02,Summer
4,10,16,30,505.45,0.02,Summer
4,10,16,45,473.27,0.02,Summer
4,10,17,0,418.56,0.02,Summer
4,10,17,15,362.46,0.02,Summer
4,10,17,30,332.23,0.02,Summer
4,10,17,45,260.18,0.02,Summer
4,10,18,0,210.08,0.02,Summer
4,10,18,15,162.76,0.02,Summer
4,10,18,30,113.19,0.02,Summer
4,10,18,45,53.17,0.02,Summer
4,10,19,0,0.0,0.02,Summer
4,10,19,15,0.0,0.02,Summer
4,10,19,30,0.0,0.02,Summer
4,10,19,45,0.0,0.02,Summer
4,10,20,0,0.0,0.02,Summer
4,10,20,15,0.0,0.02,Summer
4,10,20,30,0.0,0.02,Summer
4,10,20,45,0.0,0.02,Summer
4,10,21,0,0.0,0.02,Summer
4,10,21,15,0.0,0.02,Summer
4,10,21,30,0.0,0.02,Summer
4,10,21,45,0.0,0.02,Summer
4,10,22,0,0.0,0.02,Summer
4,10,22,15,0.0,0.02,Summer
4,10,22,30,0.0,0.02,Summer
4,10,22,45,0.0,0.02,Summer
4,10,23,0,0.0,0.02,Summer
4,10,23,15,0.0,0.02,Summer
4,10,23,30,0.0,0.02,Summer
4,10,23,45,0.0,0.02,Summer
4,11,0,0,0.0,0.06,Summer
4,11,0,15,0.0,0.06,Summer
4,11,0,30,0.0,0.06,Summer
4,11,0,45,0.0,0.06,Summer
4,11,1,0,0.0,0.06,Summer
4,11,1,15,0.0,0.06,Summer
4,11,1,30,0.0,0.06,Summer
4,11,1,45,0.0,0.06,Summer
4,11,2,0,0.0,0.06,Summer
4,11,2,15,0.0,0.06,Summer
4,11,2,30,0.0,0.06,Summer
4,11,2,45,0.0,0.06,Summer
4,11,3,0,0.0,0.06,Summer
4,11,3,15,0.0,0.06,Summer
4,11,3,30,0.0,0.06,Summer
4,11,3,45,0.0,0.06,Summer
4,11,4,0,0.0,0.06,Summer
4,11,4,15,0.0,0.06,Summer
4,11,4,30,0.0,0.06,Summer
4,11,4,45,0.0,0.06,Summer
4,11,5,0,0.0,0.06,Summer
4,11,5,15,0.0,0.06,Summer
4,11,5,30,0.0,0.06,Summer
4,11,5,45,52.14,0.06,Summer
4,11,6,0,108.1,0.06,Summer
4,11,6,15,152.49,0.06,Summer
4,11,6,30,210.27,0.06,Summer
4,11,6,45,267.96,0.06,Summer
4,11,7,0,311.27,0.06,Summer
4,11,7,15,354.49,0.06,Summer
4,11,7,30,407.44,0.06,Summer
4,11,7,45,463.83,0.06,Summer
4,11,8,0,517.56,0.06,Summer
4,11,8,15,535.87,0.06,Summer
4,11,8,30,602.35,0.06,Summer
4,11,8,45,615.05,0.06,Summer
4,11,9,0,641.45,0.06,Summer
4,11,9,15,724.77,0.06,Summer
4,11,9,30,753.89,0.06,Summer
4,11,9,45,731.6,0.06,Summer
4,11,10,0,779.99,0.06,Summer
4,11,10,15,811.27,0.06,Summer
4,11,10,30,816.49,0.06,Summer
4,11,10,45,882.0,0.06,Summer
4,11,11,0,872.91,0.06,Summer
4,11,11,15,911.3,0.06,Summer
4,11,11,30,876.04,0.06,Summer
4,11,11,45,876.23,0.06,Summer
4,11,12,0,921.46,0.06,Summer
4,11,12,15,900.32,0.06,Summer
4,11,12,30,909.09,0.06,Summer
4,11,12,45,896.85,0.06,Summer
4,11,13,0,895.86,0.06,Summer
4,11,13,15,870.35,0.06,Summer
4,11,13,30,856.69,0.06,Summer
4,11,13,45,868.62,0.06,Summer
4,11,14,0,845.45,0.06,Summer
4,11,14,15,792.25,0.06,Summer
4,11,14,30,790.32,0.06,Summer
4,11,14,45,762.94,0.06,Summer
4,11,15,0,709.42,0.06,Summer
4,11,15,15,712.25,0.06,Summer
4,11,15,30,650.45,0.06,Summer
4,11,15,45,603.19,0.06,Summer
4,11,16,0,564.26,0.06,Summer
4,11,16,15,537.14,0.06,Summer
4,11,16,30,486.9,0.06,Summer
4,11,16,45,465.45,0.06,Summer
4,11,17,0,401.71,0.06,Summer
4,11,17,15,360.25,0.06,Summer
4,11,17,30,302.37,0.06,Summer
4,11,17,45,267.31,0.06,Summer
4,11,18,0,209.07,0.06,Summer
4,11,18,15,153.25,0.06,Summer
4,11,18,30,109.03,0.06,Summer
4,11,18,45,51.13,0.06,Summer
4,11,19,0,0.0,0.06,Summer
4,11,19,15,0.0,0.06,Summer
4,11,19,30,0.0,0.06,Summer
4,11,19,45,0.0,0.06,Summer
4,11,20,0,0.0,0.06,Summer
4,11,20,15,0.0,0.06,Summer
4,11,20,30,0.0,0.06,Summer
4,11,20,45,0.0,0.06,Summer
4,11,21,0,0.0,0.06,Summer
4,11,21,15,0.0,0.06,Summer
4,11,21,30,0.0,0.06,Summer
4,11,21,45,0.0,0.06,Summer
4,11,22,0,0.0,0.06,Summer
4,11,22,15,0.0,0.06,Summer
4,11,22,30,0.0,0.06,Summer
4,11,22,45,0.0,0.06,Summer
4,11,23,0,0.0,0.06,Summer
4,11,23,15,0.0,0.06,Summer
4,11,23,30,0.0,0.06,Summer
4,11,23,45,0.0,0.06,Summer
4,12,0,0,0.0,0.31,Summer
4,12,0,15,0.0,0.31,Summer
4,12,0,30,0.0,0.31,Summer
4,12,0,45,0.0,0.31,Summer
4,12,1,0,0.0,0.31,Summer
4,12,1,15,0.0,0.31,Summer
4,12,1,30,0.0,0.31,Summer
4,12,1,45,0.0,0.31,Summer
4,12,2,0,0.0,0.31,Summer
4,12,2,15,0.0,0.31,Summer
4,12,2,30,0.0,0.31,Summer
4,12,2,45,0.0,0.31,Summer
4,12,3,0,0.0,0.31,Summer
4,12,3,15,0.0,0.31,Summer
4,12,3,30,0.0,0.31,Summer
4,12,3,45,0.0,0.31,Summer
4,12,4,0,0.0,0.31,Summer
4,12,4,15,0.0,0.31,Summer
4,12,4,30,0.0,0.31,Summer
4,12,4,45,0.0,0.31,Summer
4,12,5,0,0.0,0.31,Summer
4,12,5,15,0.0,0.31,Summer
4,12,5,30,0.0,0.31,Summer
4,12,5,45,44.9,0.31,Summer
4,12,6,0,84.0,0.31,Summer
4,12,6,15,126.74,0.31,Summer
4,12,6,30,175.42,0.31,Summer
4,12,6,45,216.51,0.31,Summer
4,12,7,0,258.31,0.31,Summer
4,12,7,15,286.58,0.31,Summer
4,12,7,30,335.0,0.31,Summer
4,12,7,45,387.2,0.31,Summer
4,12,8,0,404.35,0.31,Summer
4,12,8,15,460.71,0.31,Summer
4,12,8,30,461.02,0.31,Summer
4,12,8,45,502.94,0.31,Summer
4,12,9,0,556.14,0.31,Summer
4,12,9,15,557.03,0.31,Summer
4,12,9,30,599.54,0.31,Summer
4,12,9,45,600.91,0.31,Summer
4,12,10,0,645.67,0.31,Summer
4,12,10,15,670.4,0.31,Summer
4,12,10,30,691.18,0.31,Summer
4,12,10,45,676.85,0.31,Summer
4,12,11,0,739.77,0.31,Summer
4,12,11,15,721.04,0.31,Summer
4,12,11,30,750.58,0.31,Summer
4,12,11,45,752.15,0.31,Summer
4,12,12,0,716.4,0.31,Summer
4,12,12,15,733.49,0.31,Summer
4,12,12,30,739.96,0.31,Summer
4,12,12,45,764.06,0.31,Summer
4,12,13,0,731.61,0.31,Summer
4,12,13,15,725.46,0.31,Summer
4,12,13,30,721.52,0.31,Summer
4,12,13,45,679.4,0.31,Summer
4,12,14,0,671.8,0.31,Summer
4,12,14,15,651.48,0.31,Summer
4,12,14,30,626.41,0.31,Summer
4,12,14,45,603.98,0.31,Summer
4,12,15,0,612.07,0.31,Summer
4,12,15,15,586.22,0.31,Summer
4,12,15,30,522.84,0.31,Summer
4,12,15,45,530.21,0.31,Summer
4,12,16,0,468.33,0.31,Summer
4,12,16,15,462.93,0.31,Summer
4,12,16,30,395.37,0.31,Summer
4,12,16,45,387.51,0.31,Summer
4,12,17,0,333.78,0.31,Summer
4,12,17,15,305.08,0.31,Summer
4,12,17,30,252.77,0.31,Summer
4,12,17,45,221.57,0.31,Summer
4,12,18,0,173.83,0.31,Summer
4,12,18,15,132.19,0.31,Summer
4,12,18,30,84.26,0.31,Summer
4,12,18,45,44.68,0.31,Summer
4,12,19,0,0.0,0.31,Summer
4,12,19,15,0.0,0.31,Summer
4,12,19,30,0.0,0.31,Summer
4,12,19,45,0.0,0.31,Summer
4,12,20,0,0.0,0.31,Summer
4,12,20,15,0.0,0.31,Summer
4,12,20,30,0.0,0.31,Summer
4,12,20,45,0.0,0.31,Summer
4,12,21,0,0.0,0.31,Summer
4,12,21,15,0.0,0.31,Summer
4,12,21,30,0.0,0.31,Summer
4,12,21,45,0.0,0.31,Summer
4,12,22,0,0.0,0.31,Summer
4,12,22,15,0.0,0.31,Summer
4,12,22,30,0.0,0.31,Summer
4,12,22,45,0.0,0.31,Summer
4,12,23,0,0.0,0.31,Summer
4,12,23,15,0.0,0.31,Summer
4,12,23,30,0.0,0.31,Summer
4,12,23,45,0.0,0.31,Summer
4,13,0,0,0.0,0.05,Summer
4,13,0,15,0.0,0.05,Summer
4,13,0,30,0.0,0.05,Summer
4,13,0,45,0.0,0.05,Summer
4,13,1,0,0.0,0.05,Summer
4,13,1,15,0.0,0.05,Summer
4,13,1,30,0.0,0.05,Summer
4,13,1,45,0.0,0.05,Summer
4,13,2,0,0.0,0.05,Summer
4,13,2,15,0.0,0.05,Summer
4,13,2,30,0.0,0.05,Summer
4,13,2,45,0.0,0.05,Summer
4,13,3,0,0.0,0.05,Summer
4,13,3,15,0.0,0.05,Summer
4,13,3,30,0.0,0.05,Summer
4,13,3,45,0.0,0.05,Summer
4,13,4,0,0.0,0.05,Summer
4,13,4,15,0.0,0.05,Summer
4,13,4,30,0.0,0.05,Summer
4,13,4,45,0.0,0.05,Summer
4,13,5,0,0.0,0.05,Summer
4,13,5,15,0.0,0.05,Summer
4,13,5,30,0.0,0.05,Summer
4,13,5,45,53.48,0.05,Summer
4,13,6,0,107.57,0.05,Summer
4,13,6,15,164.57,0.05,Summer
4,13,6,30,217.69,0.05,Summer
4,13,6,45,263.66,0.05,Summer
4,13,7,0,304.29,0.05,Summer
4,13,7,15,362.03,0.05,Summer
4,13,7,30,399.33,0.05,Summer
4,13,7,45,453.04,0.05,Summer
4,13,8,0,505.74,0.05,Summer
4,13,8,15,566.88,0.05,Summer
4,13,8,30,601.98,0.05,Summer
4,13,8,45,650.79,0.05,Summer
4,13,9,0,653.53,0.05,Summer
4,13,9,15,724.03,0.05,Summer
4,13,9,30,720.86,0.05,Summer
4,13,9,45,737.87,0.05,Summer
4,13,10,0,762.48,0.05,Summer
4,13,10,15,810.96,0.05,Summer
4,13,10,30,831.3,0.05,Summer
4,13,10,45,858.57,0.05,Summer
4,13,11,0,899.82,0.05,Summer
4,13,11,15,882.59,0.05,Summer
4,13,11,30,917.25,0.05,Summer
4,13,11,45,931.78,0.05,Summer
4,13,12,0,904.7,0.05,Summer
4,13,12,15,906.21,0.05,Summer
4,13,12,30,949.06,0.05,Summer
4,13,12,45,902.04,0.05,Summer
4,13,13,0,895.29,0.05,Summer
4,13,13,15,905.79,0.05,Summer
4,13,13,30,847.22,0.05,Summer
4,13,13,45,836.94,0.05,Summer
4,13,14,0,834.29,0.05,Summer
4,13,14,15,822.05,0.05,Summer
4,13,14,30,802.63,0.05,Summer
4,13,14,45,745.5,0.05,Summer
4,13,15,0,759.97,0.05,Summer
4,13,15,15,697.36,0.05,Summer
4,13,15,30,653.92,0.05,Summer
4,13,15,45,643.45,0.05,Summer
4,13,16,0,585.6,0.05,Summer
4,13,16,15,543.08,0.05,Summer
4,13,16,30,500.1,0.05,Summer
4,13,16,45,465.07,0.05,Summer
4,13,17,0,411.94,0.05,Summer
4,13,17,15,368.71,0.05,Summer
4,13,17,30,304.03,0.05,Summer
4,13,17,45,259.79,0.05,Summer
4,13,18,0,218.38,0.05,Summer
4,13,18,15,160.91,0.05,Summer
4,13,18,30,105.06,0.05,Summer
4,13,18,45,54.32,0.05,Summer
4,13,19,0,0.0,0.05,Summer
4,13,19,15,0.0,0.05,Summer
4,13,19,30,0.0,0.05,Summer
4,13,19,45,0.0,0.05,Summer
4,13,20,0,0.0,0.05,Summer
4,13,20,15,0.0,0.05,Summer
4,13,20,30,0.0,0.05,Summer
4,13,20,45,0.0,0.05,Summer
4,13,21,0,0.0,0.05,Summer
4,13,21,15,0.0,0.05,Summer
4,13,21,30,0.0,0.05,Summer
4,13,21,45,0.0,0.05,Summer
4,13,22,0,0.0,0.05,Summer
4,13,22,15,0.0,0.05,Summer
4,13,22,30,0.0,0.05,Summer
4,13,22,45,0.0,0.05,Summer
4,13,23,0,0.0,0.05,Summer
4,13,23,15,0.0,0.05,Summer
4,13,23,30,0.0,0.05,Summer
4,13,23,45,0.0,0.05,Summer
4,14,0,0,0.0,0.04,Summer
4,14,0,15,0.0,0.04,Summer
4,14,0,30,0.0,0.04,Summer
4,14,0,45,0.0,0.04,Summer
4,14,1,0,0.0,0.04,Summer
4,14,1,15,0.0,0.04,Summer
4,14,1,30,0.0,0.04,Summer
4,14,1,45,0.0,0.04,Summer
4,14,2,0,0.0,0.04,Summer
4,14,2,15,0.0,0.04,Summer
4,14,2,30,0.0,0.04,Summer
4,14,2,45,0.0,0.04,Summer
4,14,3,0,0.0,0.04,Summer
4,14,3,15,0.0,0.04,Summer
4,14,3,30,0.0,0.04,Summer
4,14,3,45,0.0,0.04,Summer
4,14,4,0,0.0,0.04,Summer
4,14,4,15,0.0,0.04,Summer
4,14,4,30,0.0,0.04,Summer
4,14,4,45,0.0,0.04,Summer
4,14,5,0,0.0,0.04,Summer
4,14,5,15,0.0,0.04,Summer
4,14,5,30,0.0,0.04,Summer
4,14,5,45,53.13,0.04,Summer
4,14,6,0,109.53,0.04,Summer
4,14,6,15,166.49,0.04,Summer
4,14,6,30,218.31,0.04,Summer
4,14,6,45,257.64,0.04,Summer
4,14,7,0,328.09,0.04,Summer
4,14,7,15,371.44,0.04,Summer
4,14,7,30,421.87,0.04,Summer
4,14,7,45,458.21,0.04,Summer
4,14,8,0,526.36,0.04,Summer
4,14,8,15,537.31,0.04,Summer
4,14,8,30,586.12,0.04,Summer
4,14,8,45,622.19,0.04,Summer
4,14,9,0,661.09,0.04,Summer
4,14,9,15,732.08,0.04,Summer
4,14,9,30,760.22,0.04,Summer
4,14,9,45,778.35,0.04,Summer
4,14,10,0,769.68,0.04,Summer
4,14,10,15,854.78,0.04,Summer
4,14,10,30,833.98,0.04,Summer
4,14,10,45,890.43,0.04,Summer
4,14,11,0,877.79,0.04,Summer
4,14,11,15,873.65,0.04,Summer
4,14,11,30,930.79,0.04,Summer
4,14,11,45,934.6,0.04,Summer
4,14,12,0,956.64,0.04,Summer
4,14,12,15,953.63,0.04,Summer
4,14,12,30,907.85,0.04,Summer
4,14,12,45,951.0,0.04,Summer
4,14,13,0,902.91,0.04,Summer
4,14,13,15,917.73,0.04,Summer
4,14,13,30,862.41,0.04,Summer
4,14,13,45,880.21,0.04,Summer
4,14,14,0,848.95,0.04,Summer
4,14,14,15,803.04,0.04,Summer
4,14,14,30,784.2,0.04,Summer
4,14,14,45,794.93,0.04,Summer
4,14,15,0,746.32,0.04,Summer
4,14,15,15,694.57,0.04,Summer
4,14,15,30,654.73,0.04,Summer
4,14,15,45,618.82,0.04,Summer
4,14,16,0,585.19,0.04,Summer
4,14,16,15,534.38,0.04,Summer
4,14,16,30,515.73,0.04,Summer
4,14,16,45,477.09,0.04,Summer
4,14,17,0,430.27,0.04,Summer
4,14,17,15,354.13,0.04,Summer
4,14,17,30,322.93,0.04,Summer
4,14,17,45,275.27,0.04,Summer
4,14,18,0,206.59,0.04,Summer
4,14,18,15,165.56,0.04,Summer
4,14,18,30,108.15,0.04,Summer
4,14,18,45,54.26,0.04,Summer
4,14,19,0,0.0,0.04,Summer
4,14,19,15,0.0,0.04,Summer
4,14,19,30,0.0,0.04,Summer
4,14,19,45,0.0,0.04,Summer
4,14,20,0,0.0,0.04,Summer
4,14,20,15,0.0,0.04,Summer
4,14,20,30,0.0,0.04,Summer
4,14,20,45,0.0,0.04,Summer
4,14,21,0,0.0,0.04,Summer
4,14,21,15,0.0,0.04,Summer
4,14,21,30,0.0,0.04,Summer
4,14,21,45,0.0,0.04,Summer
4,14,22,0,0.0,0.04,Summer
4,14,22,15,0.0,0.04,Summer
4,14,22,30,0.0,0.04,Summer
4,14,22,45,0.0,0.04,Summer
4,14,23,0,0.0,0.04,Summer
4,14,23,15,0.0,0.04,Summer
4,14,23,30,0.0,0.04,Summer
4,14,23,45,0.0,0.04,Summer
4,15,0,0,0.0,0.08,Summer
4,15,0,15,0.0,0.08,Summer
4,15,0,30,0.0,0.08,Summer
4,15,0,45,0.0,0.08,Summer
4,15,1,0,0.0,0.08,Summer
4,15,1,15,0.0,0.08,Summer
4,15,1,30,0.0,0.08,Summer
4,15,1,45,0.0,0.08,Summer
4,15,2,0,0.0,0.08,Summer
4,15,2,15,0.0,0.08,Summer
4,15,2,30,0.0,0.08,Summer
4,15,2,45,0.0,0.08,Summer
4,15,3,0,0.0,0.08,Summer
4,15,3,15,0.0,0.08,Summer
4,15,3,30,0.0,0.08,Summer
4,15,3,45,0.0,0.08,Summer
4,15,4,0,0.0,0.08,Summer
4,15,4,15,0.0,0.08,Summer
4,15,4,30,0.0,0.08,Summer
4,15,4,45,0.0,0.08,Summer
4,15,5,0,0.0,0.08,Summer
4,15,5,15,0.0,0.08,Summer
4,15,5,30,0.0,0.08,Summer
4,15,5,45,51.43,0.08,Summer
4,15,6,0,106.62,0.08,Summer
4,15,6,15,154.37,0.08,Summer
4,15,6,30,210.53,0.08,Summer
4,15,6,45,250.98,0.08,Summer
4,15,7,0,300.84,0.08,Summer
4,15,7,15,353.69,0.08,Summer
4,15,7,30,397.7,0.08,Summer
4,15,7,45,452.34,0.08,Summer
4,15,8,0,497.02,0.08,Summer
